Date,Open,High,Low,Close,Adj Close,Volume
2008-12-31,2.944167,3.128333,2.926667,3.032500,2.353823,65361600
2009-01-02,3.090000,3.385000,3.025000,3.329167,2.584096,87174000
2009-01-05,3.291667,3.428333,3.224167,3.329167,2.584096,111709200
2009-01-06,3.419167,3.508333,3.322500,3.410000,2.646839,119607600
2009-01-07,3.230833,3.280833,3.045833,3.123333,2.424328,116395200
2009-01-08,3.051667,3.155000,3.009167,3.155000,2.448908,104341200
2009-01-09,3.175833,3.185833,2.925000,2.947500,2.287847,114417600
2009-01-12,2.919167,2.928333,2.679167,2.733333,2.121611,85770000
2009-01-13,2.703333,2.808333,2.661667,2.744167,2.130020,123522000
2009-01-14,2.607500,2.622500,2.430000,2.475833,1.921739,158102400
2009-01-15,2.460000,2.576667,2.256667,2.508333,1.946966,200223600
2009-01-16,2.631667,2.641667,2.385000,2.558333,1.985775,209690400
2009-01-20,2.484167,2.505000,2.144167,2.162500,1.678531,207566400
2009-01-21,2.263333,2.435000,2.141667,2.424167,1.881636,180774000
2009-01-22,2.285000,2.421667,2.175833,2.302500,1.787198,200959200
2009-01-23,2.145000,2.415000,2.125000,2.345000,1.820187,213451200
2009-01-26,2.387500,2.536667,2.315833,2.370833,1.840238,203494800
2009-01-27,2.420000,2.507500,2.375000,2.460833,1.910096,165728400
2009-01-28,2.625833,2.752500,2.594167,2.680000,2.080214,189104400
2009-01-29,2.579167,2.604167,2.434167,2.446667,1.899101,157486800
2009-01-30,2.478333,2.510000,2.244167,2.293333,1.780083,200570400
2009-02-02,2.187500,2.318333,2.166667,2.275833,1.766499,156507600
2009-02-03,2.320833,2.413333,2.241667,2.360833,1.832477,160300800
2009-02-04,2.408333,2.500000,2.312500,2.327500,1.806604,184461600
2009-02-05,2.279167,2.500833,2.235833,2.451667,1.902982,242638800
2009-02-06,2.480833,2.687500,2.466667,2.651667,2.058222,174416400
2009-02-09,2.649167,2.730000,2.601667,2.669167,2.071805,123003600
2009-02-10,2.595833,2.667500,2.247500,2.297500,1.783317,261804000
2009-02-11,2.333333,2.375000,2.240833,2.337500,1.814366,170080800
2009-02-12,2.225833,2.358333,2.135833,2.351667,1.825362,226532400
2009-02-13,2.334167,2.394167,2.270833,2.280000,1.769734,137535600
2009-02-17,2.073333,2.093333,1.958333,1.968333,1.527818,262568400
2009-02-18,2.026667,2.030000,1.906667,1.962500,1.523291,197564400
2009-02-19,2.023333,2.047500,1.885833,1.898333,1.473485,187294800
2009-02-20,1.790833,1.937500,1.725000,1.835833,1.424972,292909200
2009-02-23,1.905833,1.923333,1.635833,1.655833,1.285256,267398400
2009-02-24,1.685000,1.857500,1.657500,1.834167,1.423679,277934400
2009-02-25,1.802500,1.894167,1.699167,1.776667,1.379048,343731600
2009-02-26,1.845833,1.885833,1.688333,1.695833,1.316304,297150000
2009-02-27,1.590000,1.700000,1.574167,1.586667,1.231569,333808800
2009-03-02,1.492500,1.520000,1.358333,1.371667,1.064687,332221200
2009-03-03,1.430000,1.430000,1.305833,1.340000,1.040107,329433600
2009-03-04,1.407500,1.498333,1.362500,1.425000,1.106084,362257200
2009-03-05,1.340000,1.387500,1.224167,1.258333,0.976717,382197600
2009-03-06,1.292500,1.348333,1.166667,1.259167,0.977364,396495600
2009-03-09,1.209167,1.325833,1.202500,1.216667,0.944376,351142800
2009-03-10,1.300000,1.440833,1.290000,1.432500,1.111905,385700400
2009-03-11,1.492500,1.533333,1.420000,1.458333,1.131956,447939600
2009-03-12,1.458333,1.649167,1.422500,1.635833,1.269732,341392800
2009-03-13,1.673333,1.695000,1.585000,1.673333,1.298840,373284000
2009-03-16,1.731667,1.791667,1.645000,1.652500,1.282669,317324400
2009-03-17,1.660000,1.808333,1.622500,1.802500,1.399099,275514000
2009-03-18,1.777500,1.995833,1.730000,1.929167,1.497418,387838800
2009-03-19,2.002500,2.004167,1.845833,1.864167,1.446965,294087600
2009-03-20,1.890000,1.898333,1.729167,1.737500,1.348646,223050000
2009-03-23,1.882500,2.120833,1.860833,2.117500,1.643602,296656800
2009-03-24,2.025000,2.122500,1.976667,1.978333,1.540613,272170800
2009-03-25,2.037500,2.145000,1.865000,2.033333,1.583444,372982800
2009-03-26,2.110000,2.185000,2.049167,2.173333,1.692468,333250800
2009-03-27,2.085833,2.124167,2.029167,2.044167,1.591881,249626400
2009-03-30,1.908333,1.909167,1.781667,1.842500,1.434834,216735600
2009-03-31,1.902500,2.000833,1.862500,1.885000,1.467930,222627600
2009-04-01,1.820833,2.029167,1.804167,1.998333,1.556187,260770800
2009-04-02,2.170833,2.268333,2.135000,2.176667,1.695064,334137600
2009-04-03,2.178333,2.250000,2.125833,2.247500,1.750224,205558800
2009-04-06,2.176667,2.211667,2.100000,2.199167,1.712586,206715600
2009-04-07,2.085833,2.122500,2.030000,2.033333,1.583444,215980800
2009-04-08,2.070833,2.133333,2.036667,2.103333,1.637956,220068000
2009-04-09,2.274167,2.355833,2.247500,2.350000,1.830046,244622400
2009-04-13,2.282500,2.417500,2.258333,2.366667,1.843025,182120400
2009-04-14,2.291667,2.362500,2.221667,2.242500,1.746331,226063200
2009-04-15,2.195833,2.318333,2.176667,2.312500,1.800843,229102800
2009-04-16,2.361667,2.470000,2.278333,2.415000,1.880664,259408800
2009-04-17,2.440000,2.510833,2.385833,2.470000,1.923495,211032000
2009-04-20,2.330833,2.342500,2.145833,2.152500,1.676244,214047600
2009-04-21,2.102500,2.283333,2.095833,2.278333,1.774235,271872000
2009-04-22,2.209167,2.389167,2.199167,2.237500,1.742437,284221200
2009-04-23,2.264167,2.308333,2.170000,2.301667,1.792406,259046400
2009-04-24,2.354167,2.462500,2.327500,2.411667,1.878068,262822800
2009-04-27,2.329167,2.444167,2.314167,2.350000,1.830046,235772400
2009-04-28,2.275000,2.406667,2.258333,2.334167,1.817716,191420400
2009-04-29,2.395833,2.553333,2.383333,2.469167,1.922847,213756000
2009-04-30,2.571667,2.620833,2.441667,2.473333,1.926091,235899600
2009-05-01,2.486667,2.549167,2.424167,2.522500,1.964379,139549200
2009-05-04,2.572500,2.775833,2.564167,2.774167,2.160363,203774400
2009-05-05,2.745833,2.789167,2.686667,2.744167,2.137001,181232400
2009-05-06,2.855000,2.890833,2.744167,2.874167,2.238238,247142400
2009-05-07,2.967500,2.980000,2.700833,2.756667,2.146735,247902000
2009-05-08,2.869167,2.973333,2.807500,2.952500,2.299239,249042000
2009-05-11,2.825833,2.868333,2.760000,2.786667,2.170098,160106400
2009-05-12,2.820833,2.841667,2.651667,2.763333,2.151926,210037200
2009-05-13,2.634167,2.661667,2.525000,2.550833,1.986443,234828000
2009-05-14,2.545000,2.662500,2.523333,2.600000,2.024732,199932000
2009-05-15,2.600000,2.655833,2.491667,2.536667,1.975412,178242000
2009-05-18,2.615000,2.768333,2.599167,2.759167,2.148682,193011600
2009-05-19,2.750833,2.832500,2.721667,2.756667,2.146735,162718800
2009-05-20,2.826667,2.914167,2.692500,2.709167,2.109745,232425600
2009-05-21,2.607500,2.641667,2.501667,2.583333,2.011753,203521200
2009-05-22,2.609167,2.653333,2.540833,2.563333,1.996177,161150400
2009-05-26,2.515833,2.789167,2.511667,2.776667,2.162310,206808000
2009-05-27,2.776667,2.810833,2.610000,2.616667,2.037711,203434800
2009-05-28,2.693333,2.759167,2.569167,2.721667,2.119479,230176800
2009-05-29,2.770833,2.875000,2.708333,2.860833,2.227853,156828000
2009-06-01,2.980000,3.125000,2.956667,3.079167,2.397879,167692800
2009-06-02,3.054167,3.150833,3.030833,3.106667,2.419295,155802000
2009-06-03,3.018333,3.030000,2.889167,2.979167,2.320005,157880400
2009-06-04,3.007500,3.067500,2.942500,3.049167,2.374517,175689600
2009-06-05,3.157500,3.170000,2.984167,3.057500,2.381006,223023600
2009-06-08,2.987500,3.105000,2.910833,3.026667,2.356996,159536400
2009-06-09,3.067500,3.120000,3.011667,3.074167,2.393986,155650800
2009-06-10,3.150833,3.154167,2.933333,3.049167,2.374517,175136400
2009-06-11,3.065833,3.209167,3.062500,3.091667,2.407614,204170400
2009-06-12,3.047500,3.112500,3.001667,3.110000,2.421891,126085200
2009-06-15,3.000833,3.002500,2.845833,2.885833,2.247322,174684000
2009-06-16,2.921667,2.933333,2.765833,2.775000,2.161011,182605200
2009-06-17,2.761667,2.831667,2.694167,2.767500,2.155171,208708800
2009-06-18,2.778333,2.857500,2.730833,2.813333,2.190863,159696000
2009-06-19,2.894167,2.909167,2.803333,2.842500,2.213577,144078000
2009-06-22,2.752500,2.765000,2.591667,2.596667,2.022136,168792000
2009-06-23,2.604167,2.634167,2.543333,2.591667,2.025522,173306400
2009-06-24,2.651667,2.737500,2.612500,2.652500,2.073066,191844000
2009-06-25,2.615000,2.836667,2.605833,2.826667,2.209188,219787200
2009-06-26,2.795000,2.849167,2.762500,2.807500,2.194207,133370400
2009-06-29,2.841667,2.900833,2.791667,2.887500,2.256731,113755200
2009-06-30,2.887500,2.923333,2.763333,2.830000,2.211791,179834400
2009-07-01,2.864167,2.941667,2.850000,2.862500,2.237193,120717600
2009-07-02,2.748333,2.749167,2.625000,2.626667,2.052877,146991600
2009-07-06,2.540833,2.626667,2.519167,2.618333,2.046364,133627200
2009-07-07,2.606667,2.618333,2.459167,2.463333,1.925223,159948000
2009-07-08,2.505000,2.524167,2.370000,2.463333,1.925223,206892000
2009-07-09,2.505833,2.533333,2.450833,2.470833,1.931084,171753600
2009-07-10,2.432500,2.500833,2.404167,2.455000,1.918710,135909600
2009-07-13,2.483333,2.633333,2.418333,2.628333,2.054180,146958000
2009-07-14,2.652500,2.684167,2.599167,2.680833,2.095210,132357600
2009-07-15,2.788333,2.932500,2.775833,2.914167,2.277573,139839600
2009-07-16,2.888333,3.033333,2.872500,2.996667,2.342051,118136400
2009-07-17,2.991667,3.015000,2.941667,2.995000,2.340748,111025200
2009-07-20,3.059167,3.108333,3.004167,3.091667,2.416299,138030000
2009-07-21,3.165000,3.172500,3.020000,3.132500,2.448211,119028000
2009-07-22,3.069167,3.193333,3.068333,3.139167,2.453423,140370000
2009-07-23,3.149167,3.391667,3.140833,3.351667,2.619502,175532400
2009-07-24,3.295833,3.400000,3.253333,3.393333,2.652066,111655200
2009-07-27,3.385000,3.439167,3.322500,3.424167,2.676165,121465200
2009-07-28,3.355000,3.429167,3.290833,3.404167,2.660533,139650000
2009-07-29,3.328333,3.377500,3.283333,3.345000,2.614292,126027600
2009-07-30,3.468333,3.570000,3.445833,3.453333,2.698959,166808400
2009-07-31,3.457500,3.533333,3.421667,3.463333,2.706775,151978800
2009-08-03,3.575000,3.648333,3.518333,3.635833,2.841593,131858400
2009-08-04,3.593333,3.694167,3.570833,3.671667,2.869599,162132000
2009-08-05,3.681667,3.691667,3.550833,3.635833,2.841593,166682400
2009-08-06,3.687500,3.710000,3.533333,3.584167,2.801213,142646400
2009-08-07,3.688333,3.814167,3.632500,3.728333,2.913887,153865200
2009-08-10,3.689167,3.732500,3.627500,3.697500,2.889789,101360400
2009-08-11,3.655833,3.666667,3.537500,3.565000,2.786233,127894800
2009-08-12,3.549167,3.764167,3.546667,3.686667,2.881322,125985600
2009-08-13,3.737500,3.771667,3.625000,3.760833,2.939286,115600800
2009-08-14,3.765000,3.771667,3.558333,3.666667,2.865690,104617200
2009-08-17,3.449167,3.468333,3.379167,3.395833,2.654021,97530000
2009-08-18,3.420833,3.515833,3.403333,3.487500,2.725662,78616800
2009-08-19,3.393333,3.606667,3.386667,3.579167,2.797305,100122000
2009-08-20,3.589167,3.705833,3.564167,3.682500,2.878065,92176800
2009-08-21,3.768333,3.912500,3.750000,3.889167,3.039586,92438400
2009-08-24,3.946667,4.004167,3.847500,3.882500,3.034376,94820400
2009-08-25,3.935000,4.019167,3.885833,3.906667,3.053263,126572400
2009-08-26,3.875833,3.963333,3.835000,3.911667,3.057171,104142000
2009-08-27,3.899167,3.970833,3.767500,3.941667,3.080617,116272800
2009-08-28,4.028333,4.049167,3.856667,3.933333,3.074104,100240800
2009-08-31,3.814167,3.841667,3.756667,3.828333,2.992041,81829200
2009-09-01,3.770833,3.920000,3.554167,3.576667,2.795351,173712000
2009-09-02,3.525833,3.600833,3.510000,3.535000,2.762787,89448000
2009-09-03,3.598333,3.639167,3.512500,3.626667,2.834429,75825600
2009-09-04,3.644167,3.783333,3.611667,3.783333,2.956871,68756400
2009-09-08,3.889167,3.895000,3.822500,3.890833,3.040888,70411200
2009-09-09,3.903333,4.022500,3.868333,3.980833,3.111228,86215200
2009-09-10,3.989167,4.114167,3.925000,4.104167,3.207620,78838800
2009-09-11,4.132500,4.175833,4.049167,4.104167,3.207620,86341200
2009-09-14,4.008333,4.191667,4.004167,4.178333,3.265584,81573600
2009-09-15,4.198333,4.284167,4.123333,4.237500,3.311826,108459600
2009-09-16,4.290000,4.437500,4.246667,4.434167,3.465532,79426800
2009-09-17,4.417500,4.575833,4.337500,4.406667,3.444040,133173600
2009-09-18,4.460833,4.470000,4.371667,4.415833,3.451204,81897600
2009-09-21,4.320833,4.416667,4.184167,4.384167,3.426455,54210000
2009-09-22,4.458333,4.490833,4.395833,4.457500,3.491399,74361600
2009-09-23,4.488333,4.565000,4.314167,4.326667,3.388923,111838800
2009-09-24,4.365833,4.387500,4.126667,4.180000,3.274044,88407600
2009-09-25,4.149167,4.218333,4.072500,4.120833,3.227700,78145200
2009-09-28,4.163333,4.362500,4.157500,4.332500,3.393491,48109200
2009-09-29,4.358333,4.423333,4.278333,4.310000,3.375869,73011600
2009-09-30,4.350000,4.360000,4.135833,4.254167,3.332136,98480400
2009-10-01,4.220833,4.230000,3.925833,3.930833,3.078881,106536000
2009-10-02,3.820000,3.946667,3.810833,3.880833,3.039716,89538000
2009-10-05,3.931667,4.081667,3.886667,4.048333,3.170914,69171600
2009-10-06,4.139167,4.295833,4.130000,4.225833,3.309943,76896000
2009-10-07,4.195833,4.269167,4.172500,4.257500,3.334747,79050000
2009-10-08,4.369167,4.431667,4.305000,4.364167,3.418295,78579600
2009-10-09,4.364167,4.440833,4.333333,4.438333,3.476387,46399200
2009-10-12,4.511667,4.553333,4.443333,4.497500,3.522731,42571200
2009-10-13,4.457500,4.490000,4.379167,4.465000,3.497275,60387600
2009-10-14,4.627500,4.707500,4.562500,4.691667,3.674814,76630800
2009-10-15,4.627500,4.739167,4.616667,4.735000,3.708755,60434400
2009-10-16,4.624167,4.683333,4.548333,4.633333,3.629123,73185600
2009-10-19,4.658333,4.794167,4.611667,4.750833,3.721156,73150800
2009-10-20,4.782500,4.782500,4.596667,4.670000,3.657843,91654800
2009-10-21,4.647500,4.808333,4.532500,4.543333,3.558629,93099600
2009-10-22,4.527500,4.716667,4.443333,4.671667,3.659149,94479600
2009-10-23,4.722500,4.727500,4.455833,4.507500,3.530563,127652400
2009-10-26,4.521667,4.668333,4.325833,4.359167,3.414378,122566800
2009-10-27,4.375833,4.416667,4.262500,4.293333,3.362814,122426400
2009-10-28,4.254167,4.296667,4.023333,4.033333,3.159165,130334400
2009-10-29,4.123333,4.312500,4.100000,4.287500,3.358243,79713600
2009-10-30,4.254167,4.282500,3.900833,3.924167,3.073659,163779600
2009-11-02,3.979167,4.125000,3.855000,4.005000,3.136973,164173200
2009-11-03,3.930833,4.066667,3.908333,4.050833,3.172872,125739600
2009-11-04,4.150000,4.243333,4.047500,4.065833,3.184622,130326000
2009-11-05,4.162500,4.310833,4.140000,4.304167,3.371299,78327600
2009-11-06,4.230000,4.374167,4.210000,4.338333,3.398061,79237200
2009-11-09,4.442500,4.635833,4.435833,4.635833,3.631081,62114400
2009-11-10,4.605000,4.681667,4.560000,4.635000,3.630430,82910400
2009-11-11,4.734167,4.799167,4.642500,4.706667,3.686563,89554800
2009-11-12,4.681667,4.765833,4.525833,4.564167,3.574949,97922400
2009-11-13,4.595833,4.695833,4.526667,4.639167,3.633693,81452400
2009-11-16,4.736667,4.905000,4.729167,4.849167,3.798177,70759200
2009-11-17,4.810833,4.867500,4.750833,4.862500,3.808622,60363600
2009-11-18,4.851667,4.873333,4.761667,4.845833,3.795568,56280000
2009-11-19,4.741667,4.752500,4.560833,4.642500,3.636303,98540400
2009-11-20,4.040000,4.095833,4.008333,4.065000,3.605701,73640400
2009-11-23,4.206667,4.300000,4.180000,4.203333,3.728405,71452800
2009-11-24,4.223333,4.235833,4.117500,4.215000,3.738753,59002800
2009-11-25,4.248333,4.285000,4.205833,4.269167,3.786799,46106400
2009-11-27,3.929167,4.150000,3.909167,4.063333,3.604223,65482800
2009-11-30,4.052500,4.119167,3.995000,4.100833,3.637485,82401600
2009-12-01,4.220000,4.296667,4.192500,4.247500,3.767582,67971600
2009-12-02,4.254167,4.348333,4.224167,4.265833,3.783843,58404000
2009-12-03,4.300833,4.369167,4.150833,4.161667,3.691447,80853600
2009-12-04,4.333333,4.390000,4.016667,4.234167,3.755754,122559600
2009-12-07,4.229167,4.294167,4.179167,4.213333,3.737275,49426800
2009-12-08,4.131667,4.154167,4.039167,4.080000,3.619006,66080400
2009-12-09,4.082500,4.144167,4.014167,4.122500,3.656704,60139200
2009-12-10,4.200000,4.247500,4.175000,4.197500,3.723230,47019600
2009-12-11,4.248333,4.277500,4.193333,4.258333,3.777190,53821200
2009-12-14,4.339167,4.360000,4.283333,4.348333,3.857023,41520000
2009-12-15,4.303333,4.358333,4.259167,4.294167,3.808975,38721600
2009-12-16,4.351667,4.389167,4.294167,4.323333,3.834846,43034400
2009-12-17,4.231667,4.256667,4.158333,4.172500,3.701055,53840400
2009-12-18,4.242500,4.247500,4.133333,4.236667,3.757972,48298800
2009-12-21,4.305833,4.408333,4.300000,4.365000,3.871805,35182800
2009-12-22,4.399167,4.440833,4.379167,4.417500,3.924367,31441200
2009-12-23,4.458333,4.469167,4.395833,4.456667,3.959162,28054800
2009-12-24,4.480833,4.531667,4.480833,4.526667,4.021348,14533200
2009-12-28,4.570833,4.578333,4.495000,4.540833,4.033932,18194400
2009-12-29,4.580833,4.580833,4.516667,4.521667,4.016905,21056400
2009-12-30,4.473333,4.527500,4.469167,4.507500,4.004321,17800800
2009-12-31,4.535833,4.539167,4.375833,4.375833,3.887351,18962400
2010-01-04,4.490833,4.607500,4.490000,4.600000,4.086494,28238400
2010-01-05,4.595000,4.645833,4.541667,4.643333,4.124990,33206400
2010-01-06,4.630000,4.685833,4.619167,4.655833,4.136094,44194800
2010-01-07,4.631667,4.725833,4.586667,4.710833,4.184955,43773600
2010-01-08,4.670000,4.766667,4.643333,4.760833,4.229373,39685200
2010-01-11,4.823333,4.834167,4.718333,4.779167,4.245661,39402000
2010-01-12,4.680000,4.706667,4.583333,4.639167,4.121288,70981200
2010-01-13,4.675000,4.795833,4.601667,4.758333,4.227153,58323600
2010-01-14,4.745000,4.820000,4.736667,4.796667,4.261208,39696000
2010-01-15,4.773333,4.790000,4.581667,4.635000,4.117588,65668800
2010-01-19,4.629167,4.808333,4.622500,4.801667,4.265648,42022800
2010-01-20,4.704167,4.710000,4.547500,4.660000,4.139797,70280400
2010-01-21,4.663333,4.710833,4.389167,4.408333,3.916223,137617200
2010-01-22,4.351667,4.395833,4.097500,4.115833,3.656375,138201600
2010-01-25,4.225833,4.242500,4.133333,4.176667,3.710419,71208000
2010-01-26,4.123333,4.250833,4.093333,4.121667,3.661558,68493600
2010-01-27,4.112500,4.201667,4.011667,4.180833,3.714119,97148400
2010-01-28,4.225000,4.225000,3.955833,4.032500,3.582346,97756800
2010-01-29,4.080833,4.165833,3.873333,3.885000,3.451311,99787200
2010-02-01,3.975000,4.074167,3.965000,4.069167,3.614919,67242000
2010-02-02,4.100833,4.246667,4.052500,4.225000,3.753356,66903600
2010-02-03,4.168333,4.227500,4.122500,4.161667,3.697093,62972400
2010-02-04,4.057500,4.064167,3.768333,3.775000,3.353590,109621200
2010-02-05,3.780000,3.816667,3.565000,3.793333,3.369877,148866000
2010-02-08,3.793333,3.864167,3.703333,3.707500,3.293626,94868400
2010-02-09,3.840833,3.945000,3.750000,3.848333,3.418737,140008800
2010-02-10,3.833333,3.892500,3.729167,3.824167,3.397269,90757200
2010-02-11,3.823333,3.965833,3.748333,3.951667,3.510535,85040400
2010-02-12,3.830833,3.952500,3.782500,3.952500,3.511276,89464800
2010-02-16,4.045000,4.154167,4.000833,4.140833,3.678586,54260400
2010-02-17,4.196667,4.220833,4.148333,4.202500,3.733366,67672800
2010-02-18,4.180833,4.302500,4.179167,4.278333,3.800735,51837600
2010-02-19,4.244167,4.354167,4.216667,4.311667,3.830348,51297600
2010-02-22,4.357500,4.360000,4.274167,4.304167,3.823685,44547600
2010-02-23,4.270833,4.305833,4.112500,4.148333,3.685247,72362400
2010-02-24,4.180000,4.273333,4.149167,4.250833,3.776305,52680000
2010-02-25,4.075000,4.250833,4.039167,4.245000,3.771123,78308400
2010-02-26,4.257500,4.290000,4.175000,4.250000,3.775565,48735600
2010-03-01,4.312500,4.403333,4.305833,4.385833,3.896235,42188400
2010-03-02,4.447500,4.493333,4.409167,4.430000,3.935472,44275200
2010-03-03,4.471667,4.525000,4.414167,4.441667,3.945835,53859600
2010-03-04,4.463333,4.496667,4.407500,4.478333,3.978409,36088800
2010-03-05,4.570833,4.680833,4.531667,4.667500,4.146460,40521600
2010-03-08,4.678333,4.705833,4.651667,4.673333,4.151641,27522000
2010-03-09,4.627500,4.765833,4.626667,4.699167,4.174591,43633200
2010-03-10,4.711667,4.801667,4.697500,4.765000,4.233075,48385200
2010-03-11,4.740000,4.827500,4.690000,4.818333,4.280454,38838000
2010-03-12,4.889167,4.895000,4.788333,4.830833,4.291560,48924000
2010-03-15,4.804167,4.840000,4.721667,4.821667,4.283417,45910800
2010-03-16,4.870833,4.961667,4.832500,4.950833,4.398163,46935600
2010-03-17,4.999167,5.090000,4.990000,5.043333,4.480338,37910400
2010-03-18,5.045833,5.065000,4.972500,5.014167,4.454428,39668400
2010-03-19,4.930833,5.070833,4.886667,4.930833,4.380396,44769600
2010-03-22,4.853333,5.055833,4.845833,5.025000,4.464052,43524000
2010-03-23,4.937500,5.029167,4.887500,5.020000,4.564912,47023200
2010-03-24,4.959167,5.008333,4.918333,4.940833,4.492923,52588800
2010-03-25,5.042500,5.098333,4.895833,4.910000,4.464885,56316000
2010-03-26,4.937500,5.007500,4.841667,4.915000,4.469431,63303600
2010-03-29,4.980833,5.025000,4.954167,4.998333,4.545208,34329600
2010-03-30,5.017500,5.066667,4.947500,5.010833,4.556577,38167200
2010-03-31,4.951667,5.032500,4.914167,4.960000,4.510353,41473200
2010-04-01,5.055833,5.117500,4.975833,5.068333,4.608862,49788000
2010-04-05,5.128333,5.210833,5.085833,5.205000,4.733141,27745200
2010-04-06,5.161667,5.272500,5.142500,5.245000,4.769515,35377200
2010-04-07,5.215833,5.247500,5.083333,5.154167,4.686917,63921600
2010-04-08,5.097500,5.225833,5.049167,5.202500,4.730869,44210400
2010-04-09,5.237500,5.310000,5.204167,5.300000,4.819530,35521200
2010-04-12,5.324167,5.370833,5.305833,5.336667,4.852873,32072400
2010-04-13,5.320833,5.370833,5.235000,5.345000,4.860450,31603200
2010-04-14,5.406667,5.528333,5.380833,5.525000,5.024131,30331200
2010-04-15,5.500000,5.577500,5.494167,5.545833,5.043077,29269200
2010-04-16,5.491667,5.515833,5.200833,5.286667,4.807405,90853200
2010-04-19,5.238333,5.342500,5.155000,5.330000,4.846809,56596800
2010-04-20,5.431667,5.487500,5.377500,5.475833,4.979422,36062400
2010-04-21,5.486667,5.525000,5.368333,5.460833,4.965782,44731200
2010-04-22,5.340000,5.535833,5.250000,5.512500,5.012765,59278800
2010-04-23,5.508333,5.636667,5.465833,5.623333,5.113551,49657200
2010-04-26,5.640000,5.675000,5.550833,5.567500,5.062780,42423600
2010-04-27,5.475000,5.562500,5.145000,5.171667,4.702830,90979200
2010-04-28,5.258333,5.323333,5.145833,5.280833,4.802101,89214000
2010-04-29,5.383333,5.516667,5.375000,5.480000,4.983212,42943200
2010-04-30,5.487500,5.504167,5.201667,5.210000,4.737687,66883200
2010-05-03,5.275833,5.445833,5.255000,5.406667,4.916526,40921200
2010-05-04,5.220833,5.225833,4.940833,5.021667,4.566427,67262400
2010-05-05,4.880833,5.051667,4.808333,4.915833,4.470189,65911200
2010-05-06,4.845833,4.942500,3.466667,4.421667,4.020821,129265200
2010-05-07,4.375000,4.522500,4.022500,4.202500,3.821522,100494000
2010-05-10,4.737500,4.822500,4.631667,4.768333,4.336062,79014000
2010-05-11,4.638333,4.921667,4.610833,4.739167,4.309539,72963600
2010-05-12,4.801667,4.965833,4.775000,4.945833,4.497470,45466800
2010-05-13,4.915000,4.985000,4.752500,4.772500,4.339849,50678400
2010-05-14,4.658333,4.687500,4.379167,4.506667,4.098116,85371600
2010-05-17,4.542500,4.586667,4.250000,4.515000,4.105694,70009200
2010-05-18,4.625833,4.666667,4.280833,4.331667,3.938980,87229200
2010-05-19,4.255000,4.372500,4.083333,4.247500,3.862444,104214000
2010-05-20,3.984167,4.028333,3.753333,3.760833,3.419896,162824400
2010-05-21,3.586667,3.955833,3.560000,3.911667,3.557055,135914400
2010-05-24,3.870000,3.957500,3.765833,3.775000,3.432778,76162800
2010-05-25,3.500000,3.789167,3.422500,3.781667,3.438840,80966400
